name,l_b,n_b
Separation_Algebra,9,8
Separation_Algebra,10,7
Separation_Algebra,11,6
Separation_Algebra,12,3
Separation_Algebra,13,2
Separation_Algebra,14,2
Separation_Logic_Imperative_HOL,1,3052
Separation_Logic_Imperative_HOL,2,2328
Separation_Logic_Imperative_HOL,3,172
Separation_Logic_Imperative_HOL,4,125
Separation_Logic_Imperative_HOL,5,76
Separation_Logic_Imperative_HOL,6,46
Separation_Logic_Imperative_HOL,7,24
Separation_Logic_Imperative_HOL,8,19
Separation_Logic_Imperative_HOL,9,9
Separation_Logic_Imperative_HOL,10,8
Separation_Logic_Imperative_HOL,11,4
Separation_Logic_Imperative_HOL,12,3
Separation_Logic_Imperative_HOL,13,2
SequentInvertibility,1,5997
SequentInvertibility,2,1000
SequentInvertibility,3,62
SequentInvertibility,4,45
SequentInvertibility,5,30
SequentInvertibility,6,22
SequentInvertibility,7,10
SequentInvertibility,8,8
SequentInvertibility,9,7
SequentInvertibility,10,6
SequentInvertibility,11,2
SequentInvertibility,12,2
SequentInvertibility,13,2
Shadow_DOM,1,5179
Shadow_DOM,2,4007
Shadow_DOM,3,197
Shadow_DOM,4,124
Shadow_DOM,5,77
Shadow_DOM,6,64
Shadow_DOM,7,9
Shadow_DOM,8,6
Shadow_DOM,9,4
Shadow_DOM,10,2
Shadow_SC_DOM,1,5445
Shadow_SC_DOM,2,4160
Shadow_SC_DOM,3,186
Shadow_SC_DOM,4,111
Shadow_SC_DOM,5,66
Shadow_SC_DOM,6,64
Shadow_SC_DOM,7,9
Shadow_SC_DOM,8,7
Shadow_SC_DOM,9,4
Shadow_SC_DOM,10,2
Shivers-CFA,1,3355
Shivers-CFA,2,2494
Shivers-CFA,3,160
Shivers-CFA,4,119
Shivers-CFA,5,72
Shivers-CFA,6,72
Shivers-CFA,7,33
Shivers-CFA,8,27
Shivers-CFA,9,17
Shivers-CFA,10,14
Shivers-CFA,11,5
Shivers-CFA,12,4
Shivers-CFA,13,2
ShortestPath,1,192
ShortestPath,2,123
ShortestPath,3,29
ShortestPath,4,23
ShortestPath,5,14
ShortestPath,6,11
ShortestPath,7,6
ShortestPath,8,4
ShortestPath,9,3
ShortestPath,10,2
ShortestPath,11,2
Show,1,946
Show,2,354
Show,3,91
Show,4,66
Show,5,31
Show,6,20
Show,7,8
Show,8,4
Show,9,2
Show,10,2
Sigma_Commit_Crypto,1,1241
Sigma_Commit_Crypto,2,853
Sigma_Commit_Crypto,3,180
Sigma_Commit_Crypto,4,152
Sigma_Commit_Crypto,5,57
Sigma_Commit_Crypto,6,37
Sigma_Commit_Crypto,7,19
Sigma_Commit_Crypto,8,16
Sigma_Commit_Crypto,9,10
Sigma_Commit_Crypto,10,7
Sigma_Commit_Crypto,11,6
Sigma_Commit_Crypto,12,3
Sigma_Commit_Crypto,13,2
Sigma_Commit_Crypto,14,2
Sigma_Commit_Crypto,15,2
Sigma_Commit_Crypto,16,2
Signature_Groebner,1,7735
Signature_Groebner,2,6133
Signature_Groebner,3,233
Signature_Groebner,4,207
Signature_Groebner,5,97
Signature_Groebner,6,68
Signature_Groebner,7,13
Signature_Groebner,8,7
Signature_Groebner,9,7
Signature_Groebner,10,4
Signature_Groebner,11,2
Signature_Groebner,12,2
Simpl,1,10688
Simpl,2,8580
Simpl,3,496
Simpl,4,353
Simpl,5,196
Simpl,6,151
Simpl,7,85
Simpl,8,75
Simpl,9,68
Simpl,10,57
Simpl,11,21
Simpl,12,20
Simpl,13,18
Simpl,14,18
Simpl,15,9
Simpl,16,9
Simpl,17,5
Simpl,18,4
Simpl,19,3
Simpl,20,2
Simpl,21,2
Simple_Firewall,1,4510
Simple_Firewall,2,3519
Simple_Firewall,3,291
Simple_Firewall,4,217
Simple_Firewall,5,113
Simple_Firewall,6,57
Simple_Firewall,7,37
Simple_Firewall,8,29
Simple_Firewall,9,21
Simple_Firewall,10,13
Simple_Firewall,11,8
Simple_Firewall,12,7
Simple_Firewall,13,5
Simple_Firewall,14,5
Simple_Firewall,15,4
Simple_Firewall,16,3
Simple_Firewall,17,2
Simplex,1,6579
Simplex,2,5059
Simplex,3,281
Simplex,4,191
Simplex,5,119
Simplex,6,86
Simplex,7,41
Simplex,8,21
Simplex,9,13
Simplex,10,10
Simplex,11,5
Simplex,12,3
Simplex,13,2
Simplex,14,2
Simplicial_complexes_and_boolean_functions,1,670
Simplicial_complexes_and_boolean_functions,2,439
Simplicial_complexes_and_boolean_functions,3,78
Simplicial_complexes_and_boolean_functions,4,51
Simplicial_complexes_and_boolean_functions,5,34
Simplicial_complexes_and_boolean_functions,6,23
Simplicial_complexes_and_boolean_functions,7,13
Simplicial_complexes_and_boolean_functions,8,11
Simplicial_complexes_and_boolean_functions,9,8
Simplicial_complexes_and_boolean_functions,10,6
Simplicial_complexes_and_boolean_functions,11,4
Simplicial_complexes_and_boolean_functions,12,3
Simplicial_complexes_and_boolean_functions,13,3
Simplicial_complexes_and_boolean_functions,14,2
Simplicial_complexes_and_boolean_functions,15,2
Simplicial_complexes_and_boolean_functions,16,2
SimplifiedOntologicalArgument,1,188
SimplifiedOntologicalArgument,2,128
SimplifiedOntologicalArgument,3,2
SimplifiedOntologicalArgument,4,2
Skew_Heap,1,137
Skew_Heap,2,86
Skew_Heap,3,7
Skew_Heap,4,4
Skew_Heap,5,2
Skip_Lists,1,230
Skip_Lists,2,135
Skip_Lists,3,37
Skip_Lists,4,27
Skip_Lists,5,17
Skip_Lists,6,11
Skip_Lists,7,6
Skip_Lists,8,4
Skip_Lists,9,3
Skip_Lists,10,2
Skip_Lists,11,2
Slicing,1,5481
Slicing,2,4398
Slicing,3,206
Slicing,4,115
Slicing,5,48
Slicing,6,35
Slicing,7,16
Slicing,8,11
Slicing,9,8
Slicing,10,7
Slicing,11,3
Slicing,12,2
Sliding_Window_Algorithm,1,619
Sliding_Window_Algorithm,2,434
Sliding_Window_Algorithm,3,27
Sliding_Window_Algorithm,4,15
Sliding_Window_Algorithm,5,12
Sliding_Window_Algorithm,6,9
Sliding_Window_Algorithm,7,6
Sliding_Window_Algorithm,8,4
Sliding_Window_Algorithm,9,3
Sliding_Window_Algorithm,10,2
Sliding_Window_Algorithm,11,2
Sliding_Window_Algorithm,12,2
Sliding_Window_Algorithm,13,2
Smith_Normal_Form,1,1412
Smith_Normal_Form,2,959
Smith_Normal_Form,3,304
Smith_Normal_Form,4,184
Smith_Normal_Form,5,108
Smith_Normal_Form,6,62
Smith_Normal_Form,7,35
Smith_Normal_Form,8,27
Smith_Normal_Form,9,14
Smith_Normal_Form,10,11
Smith_Normal_Form,11,6
Smith_Normal_Form,12,5
Smith_Normal_Form,13,3
Smith_Normal_Form,14,2
Smith_Normal_Form,15,2
Smith_Normal_Form,16,2
Smooth_Manifolds,1,2830
Smooth_Manifolds,2,2332
Smooth_Manifolds,3,126
Smooth_Manifolds,4,118
Smooth_Manifolds,5,37
Smooth_Manifolds,6,24
Smooth_Manifolds,7,13
Smooth_Manifolds,8,7
Smooth_Manifolds,9,5
Smooth_Manifolds,10,4
Smooth_Manifolds,11,3
Smooth_Manifolds,12,3
Sort_Encodings,1,5357
Sort_Encodings,2,4094
Sort_Encodings,3,182
Sort_Encodings,4,117
Sort_Encodings,5,68
Sort_Encodings,6,40
Sort_Encodings,7,20
Sort_Encodings,8,15
Sort_Encodings,9,11
Sort_Encodings,10,8
Sort_Encodings,11,4
Sort_Encodings,12,3
Sort_Encodings,13,2
Sort_Encodings,14,2
Source_Coding_Theorem,1,94
Source_Coding_Theorem,2,55
Source_Coding_Theorem,3,13
Source_Coding_Theorem,4,10
Source_Coding_Theorem,5,5
Source_Coding_Theorem,6,2
Special_Function_Bounds,1,436
Special_Function_Bounds,2,167
Special_Function_Bounds,3,66
Special_Function_Bounds,4,45
Special_Function_Bounds,5,33
Special_Function_Bounds,6,22
Special_Function_Bounds,7,21
Special_Function_Bounds,8,19
Special_Function_Bounds,9,5
Special_Function_Bounds,10,3
Special_Function_Bounds,11,2
Splay_Tree,1,427
Splay_Tree,2,250
Splay_Tree,3,33
Splay_Tree,4,22
Splay_Tree,5,15
Splay_Tree,6,8
Splay_Tree,7,5
Splay_Tree,8,3
Splay_Tree,9,2
Splay_Tree,10,2
Sqrt_Babylonian,1,367
Sqrt_Babylonian,2,195
Sqrt_Babylonian,3,47
Sqrt_Babylonian,4,30
Sqrt_Babylonian,5,20
Sqrt_Babylonian,6,13
Sqrt_Babylonian,7,7
Sqrt_Babylonian,8,5
Sqrt_Babylonian,9,4
Sqrt_Babylonian,10,3
Sqrt_Babylonian,11,3
Stable_Matching,1,4708
Stable_Matching,2,3207
Stable_Matching,3,217
Stable_Matching,4,159
Stable_Matching,5,80
Stable_Matching,6,48
Stable_Matching,7,19
Stable_Matching,8,15
Stable_Matching,9,9
Stable_Matching,10,8
Stable_Matching,11,5
Stable_Matching,12,4
Stable_Matching,13,2
Stable_Matching,14,2
Stable_Matching,15,2
Statecharts,1,3740
Statecharts,2,2823
Statecharts,3,149
Statecharts,4,120
Statecharts,5,41
Statecharts,6,36
Statecharts,7,13
Statecharts,8,13
Statecharts,9,12
Statecharts,10,9
Statecharts,11,4
Statecharts,12,3
Statecharts,13,3
Statecharts,14,3
Statecharts,15,2
Statecharts,16,2
Stateful_Protocol_Composition_and_Typing,1,14880
Stateful_Protocol_Composition_and_Typing,2,11445
Stateful_Protocol_Composition_and_Typing,3,307
Stateful_Protocol_Composition_and_Typing,4,215
Stateful_Protocol_Composition_and_Typing,5,107
Stateful_Protocol_Composition_and_Typing,6,75
Stateful_Protocol_Composition_and_Typing,7,33
Stateful_Protocol_Composition_and_Typing,8,26
Stateful_Protocol_Composition_and_Typing,9,19
Stateful_Protocol_Composition_and_Typing,10,16
Stateful_Protocol_Composition_and_Typing,11,11
Stateful_Protocol_Composition_and_Typing,12,9
Stateful_Protocol_Composition_and_Typing,13,6
Stateful_Protocol_Composition_and_Typing,14,4
Stateful_Protocol_Composition_and_Typing,15,2
Stellar_Quorums,1,179
Stellar_Quorums,2,114
Stellar_Quorums,3,30
Stellar_Quorums,4,22
Stellar_Quorums,5,13
Stellar_Quorums,6,9
Stellar_Quorums,7,4
Stellar_Quorums,8,3
Stellar_Quorums,9,2
Stern_Brocot,1,7974
Stern_Brocot,2,6033
Stern_Brocot,3,228
Stern_Brocot,4,156
Stern_Brocot,5,63
Stern_Brocot,6,31
Stern_Brocot,7,15
Stern_Brocot,8,11
Stern_Brocot,9,8
Stern_Brocot,10,7
Stern_Brocot,11,5
Stern_Brocot,12,3
Stern_Brocot,13,2
Stewart_Apollonius,1,4
Stewart_Apollonius,2,2
Stewart_Apollonius,3,2
Stirling_Formula,1,154
Stirling_Formula,2,82
Stirling_Formula,3,29
Stirling_Formula,4,21
Stirling_Formula,5,13
Stirling_Formula,6,9
Stirling_Formula,7,7
Stirling_Formula,8,5
Stirling_Formula,9,5
Stirling_Formula,10,4
Stirling_Formula,11,2
Stirling_Formula,12,2
Stirling_Formula,13,2
Stirling_Formula,14,2
Stochastic_Matrices,1,197
Stochastic_Matrices,2,125
Stochastic_Matrices,3,16
Stochastic_Matrices,4,9
Stochastic_Matrices,5,6
Stochastic_Matrices,6,5
Stochastic_Matrices,7,4
Stochastic_Matrices,8,3
Stochastic_Matrices,9,2
Stochastic_Matrices,10,2
Stone_Algebras,1,3720
Stone_Algebras,2,2292
Stone_Algebras,3,222
Stone_Algebras,4,131
Stone_Algebras,5,70
Stone_Algebras,6,50
Stone_Algebras,7,28
Stone_Algebras,8,23
Stone_Algebras,9,12
Stone_Algebras,10,9
Stone_Algebras,11,7
Stone_Algebras,12,6
Stone_Algebras,13,5
Stone_Algebras,14,4
Stone_Algebras,15,2
Stone_Algebras,16,2
Stone_Kleene_Relation_Algebras,1,3077
Stone_Kleene_Relation_Algebras,2,2388
Stone_Kleene_Relation_Algebras,3,147
Stone_Kleene_Relation_Algebras,4,92
Stone_Kleene_Relation_Algebras,5,47
Stone_Kleene_Relation_Algebras,6,26
Stone_Kleene_Relation_Algebras,7,11
Stone_Kleene_Relation_Algebras,8,5
Stone_Kleene_Relation_Algebras,9,5
Stone_Kleene_Relation_Algebras,10,3
Stone_Relation_Algebras,1,5998
Stone_Relation_Algebras,2,4959
Stone_Relation_Algebras,3,186
Stone_Relation_Algebras,4,113
Stone_Relation_Algebras,5,59
Stone_Relation_Algebras,6,33
Stone_Relation_Algebras,7,22
Stone_Relation_Algebras,8,13
Stone_Relation_Algebras,9,7
Stone_Relation_Algebras,10,5
Stone_Relation_Algebras,11,4
Stone_Relation_Algebras,12,4
Stone_Relation_Algebras,13,3
Stone_Relation_Algebras,14,2
Stone_Relation_Algebras,15,2
Store_Buffer_Reduction,1,4240
Store_Buffer_Reduction,2,2934
Store_Buffer_Reduction,3,80
Store_Buffer_Reduction,4,60
Store_Buffer_Reduction,5,30
Store_Buffer_Reduction,6,23
Store_Buffer_Reduction,7,7
Store_Buffer_Reduction,8,5
Store_Buffer_Reduction,9,4
Store_Buffer_Reduction,10,3
Store_Buffer_Reduction,11,2
Stream-Fusion,1,1608
Stream-Fusion,2,1196
Stream-Fusion,3,17
Stream-Fusion,4,24
Stream-Fusion,5,10
Stream-Fusion,6,10
Stream-Fusion,7,3
Stream-Fusion,8,2
Stream_Fusion_Code,1,2238
Stream_Fusion_Code,2,1675
Stream_Fusion_Code,3,37
Stream_Fusion_Code,4,27
Stream_Fusion_Code,5,16
Stream_Fusion_Code,6,13
Stream_Fusion_Code,7,3
Stream_Fusion_Code,8,4
Stream_Fusion_Code,9,2
Stream_Fusion_Code,10,2
Stream_Fusion_Code,11,2
Stream_Fusion_Code,12,2
Strong_Security,1,1435
Strong_Security,2,1034
Strong_Security,3,54
Strong_Security,4,43
Strong_Security,5,25
Strong_Security,6,19
Strong_Security,7,9
Strong_Security,8,7
Strong_Security,9,5
Strong_Security,10,5
Strong_Security,11,3
Strong_Security,12,2
Strong_Security,13,2
Strong_Security,14,2
Sturm_Sequences,1,349
Sturm_Sequences,2,228
Sturm_Sequences,3,42
Sturm_Sequences,4,28
Sturm_Sequences,5,18
Sturm_Sequences,6,11
Sturm_Sequences,7,6
Sturm_Sequences,8,5
Sturm_Sequences,9,4
Sturm_Sequences,10,4
Sturm_Sequences,11,2
Sturm_Sequences,12,2
Sturm_Tarski,1,210
Sturm_Tarski,2,127
Sturm_Tarski,3,36
Sturm_Tarski,4,23
Sturm_Tarski,5,12
Sturm_Tarski,6,7
Sturm_Tarski,7,5
Sturm_Tarski,8,4
Sturm_Tarski,9,3
Sturm_Tarski,10,3
Sturm_Tarski,11,2
Stuttering_Equivalence,1,213
Stuttering_Equivalence,2,134
Stuttering_Equivalence,3,32
Stuttering_Equivalence,4,19
Stuttering_Equivalence,5,14
Stuttering_Equivalence,6,8
Stuttering_Equivalence,7,4
Stuttering_Equivalence,8,2
Stuttering_Equivalence,9,2
Subresultants,1,924
Subresultants,2,536
Subresultants,3,124
Subresultants,4,81
Subresultants,5,46
Subresultants,6,31
Subresultants,7,15
Subresultants,8,11
Subresultants,9,8
Subresultants,10,5
Subresultants,11,4
Subresultants,12,2
Subset_Boolean_Algebras,1,1916
Subset_Boolean_Algebras,2,1379
Subset_Boolean_Algebras,3,184
Subset_Boolean_Algebras,4,87
Subset_Boolean_Algebras,5,55
Subset_Boolean_Algebras,6,37
Subset_Boolean_Algebras,7,19
Subset_Boolean_Algebras,8,14
Subset_Boolean_Algebras,9,9
Subset_Boolean_Algebras,10,7
Subset_Boolean_Algebras,11,5
Subset_Boolean_Algebras,12,5
Subset_Boolean_Algebras,13,3
Subset_Boolean_Algebras,14,3
Subset_Boolean_Algebras,15,2
Subset_Boolean_Algebras,16,2
Subset_Boolean_Algebras,17,2
Subset_Boolean_Algebras,18,2
SumSquares,1,39
SumSquares,2,13
SumSquares,3,5
SumSquares,4,4
SumSquares,5,2
SumSquares,6,2
SumSquares,7,2
SumSquares,8,2
Sunflowers,1,22
Sunflowers,2,14
SuperCalc,1,3052
SuperCalc,2,2317
SuperCalc,3,155
SuperCalc,4,97
SuperCalc,5,57
SuperCalc,6,31
SuperCalc,7,16
SuperCalc,8,10
SuperCalc,9,6
SuperCalc,10,3
Surprise_Paradox,1,454
Surprise_Paradox,2,313
Surprise_Paradox,3,10
Surprise_Paradox,4,7
Surprise_Paradox,5,3
Surprise_Paradox,6,3
Surprise_Paradox,7,2
Symmetric_Polynomials,1,466
Symmetric_Polynomials,2,287
Symmetric_Polynomials,3,65
Symmetric_Polynomials,4,48
Symmetric_Polynomials,5,28
Symmetric_Polynomials,6,18
Symmetric_Polynomials,7,13
Symmetric_Polynomials,8,9
Symmetric_Polynomials,9,4
Symmetric_Polynomials,10,2
Symmetric_Polynomials,11,2
Symmetric_Polynomials,12,2
Syntax_Independent_Logic,1,1647
Syntax_Independent_Logic,2,1167
Syntax_Independent_Logic,3,137
Syntax_Independent_Logic,4,102
Syntax_Independent_Logic,5,59
Syntax_Independent_Logic,6,31
Syntax_Independent_Logic,7,16
Syntax_Independent_Logic,8,9
Syntax_Independent_Logic,9,4
Syntax_Independent_Logic,10,4
Syntax_Independent_Logic,11,2
Szpilrajn,1,113
Szpilrajn,2,65
Szpilrajn,3,15
Szpilrajn,4,7
Szpilrajn,5,4
Szpilrajn,6,2
Szemeredi_Regularity,1,84
Szemeredi_Regularity,2,48
Szemeredi_Regularity,3,13
Szemeredi_Regularity,4,10
Szemeredi_Regularity,5,5
Szemeredi_Regularity,6,3
TESL_Language,1,3002
TESL_Language,2,2321
TESL_Language,3,74
TESL_Language,4,45
TESL_Language,5,25
TESL_Language,6,20
TESL_Language,7,6
TESL_Language,8,3
TESL_Language,9,3
TESL_Language,10,2
TLA,1,1260
TLA,2,882
TLA,3,57
TLA,4,38
TLA,5,22
TLA,6,14
TLA,7,10
TLA,8,5
TLA,9,6
TLA,10,4
TLA,11,3
TLA,12,2
TLA,13,2
TLA,14,2
TLA,15,2
Tail_Recursive_Functions,1,981
Tail_Recursive_Functions,2,546
Tail_Recursive_Functions,3,26
Tail_Recursive_Functions,4,16
Tail_Recursive_Functions,5,10
Tail_Recursive_Functions,6,8
Tail_Recursive_Functions,7,5
Tail_Recursive_Functions,8,3
Tail_Recursive_Functions,9,2
Tarskis_Geometry,1,1548
Tarskis_Geometry,2,1099
Tarskis_Geometry,3,105
Tarskis_Geometry,4,70
Tarskis_Geometry,5,40
Tarskis_Geometry,6,26
Tarskis_Geometry,7,13
Tarskis_Geometry,8,9
Tarskis_Geometry,9,5
Tarskis_Geometry,10,3
Tarskis_Geometry,11,3
Tarskis_Geometry,12,3
Tarskis_Geometry,13,3
Tarskis_Geometry,14,2
Taylor_Models,1,4171
Taylor_Models,2,3249
Taylor_Models,3,101
Taylor_Models,4,65
Taylor_Models,5,34
Taylor_Models,6,21
Taylor_Models,7,10
Taylor_Models,8,7
Taylor_Models,9,4
Taylor_Models,10,3
Taylor_Models,11,2
Three_Circles,1,340
Three_Circles,2,106
Three_Circles,3,39
Three_Circles,4,26
Three_Circles,5,13
Three_Circles,6,9
Three_Circles,7,5
Three_Circles,8,4
Three_Circles,9,3
Three_Circles,10,3
Three_Circles,11,3
Three_Circles,12,2
Timed_Automata,1,4804
Timed_Automata,2,3912
Timed_Automata,3,244
Timed_Automata,4,138
Timed_Automata,5,90
Timed_Automata,6,50
Timed_Automata,7,38
Timed_Automata,8,24
Timed_Automata,9,17
Timed_Automata,10,13
Timed_Automata,11,8
Timed_Automata,12,6
Timed_Automata,13,3
Timed_Automata,14,3
Timed_Automata,15,3
Timed_Automata,16,2
Timed_Automata,17,2
Topological_Semantics,1,1263
Topological_Semantics,2,878
Topological_Semantics,3,7
Topological_Semantics,4,5
Topology,1,549
Topology,2,338
Topology,3,79
Topology,4,45
Topology,5,22
Topology,6,15
Topology,7,7
Topology,8,4
Topology,9,4
Topology,10,2
TortoiseHare,1,518
TortoiseHare,2,336
TortoiseHare,3,21
TortoiseHare,4,16
TortoiseHare,5,10
TortoiseHare,6,7
TortoiseHare,7,5
TortoiseHare,8,3
TortoiseHare,9,3
TortoiseHare,10,3
TortoiseHare,11,2
Transcendence_Series_Hancl_Rucki,1,18
Transcendence_Series_Hancl_Rucki,2,10
Transcendence_Series_Hancl_Rucki,3,4
Transcendence_Series_Hancl_Rucki,4,2
Transcendence_Series_Hancl_Rucki,5,2
Transcendence_Series_Hancl_Rucki,6,2
Transformer_Semantics,1,1827
Transformer_Semantics,2,947
Transformer_Semantics,3,64
Transformer_Semantics,4,42
Transformer_Semantics,5,23
Transformer_Semantics,6,15
Transformer_Semantics,7,10
Transformer_Semantics,8,5
Transformer_Semantics,9,4
Transformer_Semantics,10,3
Transformer_Semantics,11,3
Transformer_Semantics,12,2
Transformer_Semantics,13,2
Transformer_Semantics,14,2
Transition_Systems_and_Automata,1,9284
Transition_Systems_and_Automata,2,7287
Transition_Systems_and_Automata,3,604
Transition_Systems_and_Automata,4,347
Transition_Systems_and_Automata,5,210
Transition_Systems_and_Automata,6,177
Transition_Systems_and_Automata,7,73
Transition_Systems_and_Automata,8,66
Transition_Systems_and_Automata,9,43
Transition_Systems_and_Automata,10,36
Transition_Systems_and_Automata,11,28
Transition_Systems_and_Automata,12,26
Transition_Systems_and_Automata,13,15
Transition_Systems_and_Automata,14,14
Transition_Systems_and_Automata,15,7
Transition_Systems_and_Automata,16,6
Transition_Systems_and_Automata,17,5
Transition_Systems_and_Automata,18,4
Transition_Systems_and_Automata,19,2
Transition_Systems_and_Automata,20,2
Transitive-Closure,1,175
Transitive-Closure,2,103
Transitive-Closure,3,33
Transitive-Closure,4,22
Transitive-Closure,5,15
Transitive-Closure,6,8
Transitive-Closure,7,6
Transitive-Closure,8,3
Transitive-Closure,9,2
Transitive-Closure,10,2
Transitive-Closure-II,1,113
Transitive-Closure-II,2,70
Transitive-Closure-II,3,20
Transitive-Closure-II,4,15
Transitive-Closure-II,5,9
Transitive-Closure-II,6,6
Transitive-Closure-II,7,4
Transitive-Closure-II,8,3
Transitive-Closure-II,9,2
Treaps,1,237
Treaps,2,146
Treaps,3,52
Treaps,4,29
Treaps,5,19
Treaps,6,12
Treaps,7,9
Treaps,8,7
Treaps,9,6
Treaps,10,3
Treaps,11,3
Treaps,12,3
Treaps,13,3
Treaps,14,2
Tree-Automata,1,3156
Tree-Automata,2,2045
Tree-Automata,3,91
Tree-Automata,4,76
Tree-Automata,5,39
Tree-Automata,6,27
Tree-Automata,7,10
Tree-Automata,8,7
Tree-Automata,9,5
Tree-Automata,10,4
Tree-Automata,11,2
Tree_Decomposition,1,700
Tree_Decomposition,2,477
Tree_Decomposition,3,17
Tree_Decomposition,4,10
Tree_Decomposition,5,6
Tree_Decomposition,6,4
Tree_Decomposition,7,2
Tree_Decomposition,8,2
Triangle,1,225
Triangle,2,163
Triangle,3,8
Triangle,4,6
Triangle,5,2
Triangle,6,2
Trie,1,521
Trie,2,358
Trie,3,10
Trie,4,7
Trie,5,6
Trie,6,5
Trie,7,2
Twelvefold_Way,1,220
Twelvefold_Way,2,95
Twelvefold_Way,3,34
Twelvefold_Way,4,23
Twelvefold_Way,5,15
Twelvefold_Way,6,9
Twelvefold_Way,7,6
Twelvefold_Way,8,4
Twelvefold_Way,9,4
Twelvefold_Way,10,3
Twelvefold_Way,11,2
Tycon,1,2226
Tycon,2,1601
Tycon,3,58
Tycon,4,33
Tycon,5,17
Tycon,6,10
Tycon,7,2
Tycon,8,2
Types_Tableaus_and_Goedels_God,1,240
Types_Tableaus_and_Goedels_God,2,169
Types_Tableaus_and_Goedels_God,3,4
Types_Tableaus_and_Goedels_God,4,3
Types_Tableaus_and_Goedels_God,5,2
Types_To_Sets_Extension,1,5290
Types_To_Sets_Extension,2,2790
Types_To_Sets_Extension,3,538
Types_To_Sets_Extension,4,335
Types_To_Sets_Extension,5,176
Types_To_Sets_Extension,6,113
Types_To_Sets_Extension,7,59
Types_To_Sets_Extension,8,47
Types_To_Sets_Extension,9,22
Types_To_Sets_Extension,10,16
Types_To_Sets_Extension,11,11
Types_To_Sets_Extension,12,8
Types_To_Sets_Extension,13,5
Types_To_Sets_Extension,14,4
Types_To_Sets_Extension,15,4
Types_To_Sets_Extension,16,3
Types_To_Sets_Extension,17,2
Types_To_Sets_Extension,18,2
Types_To_Sets_Extension,19,2
Types_To_Sets_Extension,20,2
Types_To_Sets_Extension,21,2
Types_To_Sets_Extension,22,2
Types_To_Sets_Extension,23,2
UPF,1,4296
UPF,2,3192
UPF,3,97
UPF,4,48
UPF,5,35
UPF,6,19
UPF,7,14
UPF,8,8
UPF,9,7
UPF,10,5
UPF,11,3
UPF_Firewall,1,11955
UPF_Firewall,2,9166
UPF_Firewall,3,990
UPF_Firewall,4,359
UPF_Firewall,5,165
UPF_Firewall,6,111
UPF_Firewall,7,91
UPF_Firewall,8,50
UPF_Firewall,9,46
UPF_Firewall,10,34
UPF_Firewall,11,20
UPF_Firewall,12,17
UPF_Firewall,13,11
UPF_Firewall,14,11
UPF_Firewall,15,8
UPF_Firewall,16,9
UPF_Firewall,17,11
UPF_Firewall,18,6
UPF_Firewall,19,6
UPF_Firewall,20,6
UPF_Firewall,21,6
UPF_Firewall,22,5
UPF_Firewall,23,5
UPF_Firewall,24,5
UPF_Firewall,25,5
UPF_Firewall,26,5
UPF_Firewall,27,5
UPF_Firewall,28,4
UPF_Firewall,29,4
UPF_Firewall,30,3
UTP,1,5903
UTP,2,4286
UTP,3,83
UTP,4,75
UTP,5,27
UTP,6,25
UTP,7,12
UTP,8,12
UTP,9,7
UTP,10,6
UTP,11,5
UTP,12,3
UTP,13,4
UTP,14,3
UTP,15,4
UTP,16,4
UTP,17,3
UTP,18,3
UTP,19,2
Universal_Turing_Machine,1,12669
Universal_Turing_Machine,2,9401
Universal_Turing_Machine,3,518
Universal_Turing_Machine,4,308
Universal_Turing_Machine,5,221
Universal_Turing_Machine,6,112
Universal_Turing_Machine,7,58
Universal_Turing_Machine,8,39
Universal_Turing_Machine,9,15
Universal_Turing_Machine,10,11
Universal_Turing_Machine,11,5
Universal_Turing_Machine,12,2
UpDown_Scheme,1,654
UpDown_Scheme,2,435
UpDown_Scheme,3,71
UpDown_Scheme,4,50
UpDown_Scheme,5,25
UpDown_Scheme,6,15
UpDown_Scheme,7,8
UpDown_Scheme,8,6
UpDown_Scheme,9,3
UpDown_Scheme,10,2
UpDown_Scheme,11,2
UpDown_Scheme,12,2
Valuation,1,676
Valuation,2,396
Valuation,3,81
Valuation,4,55
Valuation,5,24
Valuation,6,15
Valuation,7,8
Valuation,8,5
Valuation,9,3
Valuation,10,2
Van_Emde_Boas_Trees,1,5187
Van_Emde_Boas_Trees,2,4096
Van_Emde_Boas_Trees,3,160
Van_Emde_Boas_Trees,4,104
Van_Emde_Boas_Trees,5,66
Van_Emde_Boas_Trees,6,38
Van_Emde_Boas_Trees,7,20
Van_Emde_Boas_Trees,8,13
Van_Emde_Boas_Trees,9,7
Van_Emde_Boas_Trees,10,4
Van_Emde_Boas_Trees,11,4
Van_Emde_Boas_Trees,12,2
Van_der_Waerden,1,121
Van_der_Waerden,2,78
Van_der_Waerden,3,19
Van_der_Waerden,4,13
Van_der_Waerden,5,7
Van_der_Waerden,6,5
Van_der_Waerden,7,3
Van_der_Waerden,8,3
VectorSpace,1,266
VectorSpace,2,160
VectorSpace,3,43
VectorSpace,4,31
VectorSpace,5,16
VectorSpace,6,11
VectorSpace,7,5
VectorSpace,8,2
VectorSpace,9,2
VeriComp,1,674
VeriComp,2,460
VeriComp,3,67
VeriComp,4,48
VeriComp,5,26
VeriComp,6,14
VeriComp,7,9
VeriComp,8,6
VeriComp,9,4
VeriComp,10,3
VeriComp,11,2
VeriComp,12,2
Verified-Prover,1,803
Verified-Prover,2,532
